Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Orbital Period [days],Planetary Type,Gravity Strength,Has Biosphere,Star Name
OGLE-TR-56 b,1.19,72.25,8.719375,Ice Giant,High,0,OGLE-TR-56
ome Ser b,1.64,111.01,3.11602791,Gas Giant,High,0,ome Ser
omi CrB b,1.55,28.85,2.13194651,Garden World,Medium,1,omi CrB
omi UMa b,1.91,104.34,12.9460978,Proto Planet,Low,1,omi UMa
Oph 11 b,2.66,31.84,91.93913,Ice Giant,High,0,Oph 11
PDS 70 b,2.88,105.14,124.9144,Dwarf Planet,Low,1,PDS 70
PDS 70 c,8.1,17.55,210.60697,Chthonian Planet,Low,1,PDS 70
PH1 b,11.3,120.39,331.60059,Gas Giant,High,0,PH1
PH2 b,11.097,85.99,141.241671,Garden World,Medium,1,PH2
pi Men c,1.21,95.73,0.66407381,Ice Giant,High,0,HD 39091
pi Men d,0.97,94.24,14.7967458,Ice Giant,High,0,HD 39091
POTS-1 b,0.51,102.03,0.412,Ice Giant,High,0,POTS-1
Pr0201 b,6.56,49.39,54.32031,Ice Giant,High,0,Pr0201
Pr0211 b,4.3,51.66,4.2881785,Dwarf Planet,Low,1,Pr0211
Pr0211 c,14.1,92.74,21.512,Gas Giant,High,0,Pr0211
Proxima Cen b,11.545,6.24,1.706291,Dwarf Planet,Low,1,alf Cen
psi1 Dra B b,2.15,11.88,11.25402929,Ice Giant,High,0,psi1 Dra
PSR B0329+54 b,0.7,113.22,0.941967,Proto Planet,Low,1,PSR B0329+54
PSR B1257+12 b,0.759,65.73,0.240104,Proto Planet,Low,1,PSR B1257+12
PSR B1257+12 c,0.867,6.37,0.342887,Ice Giant,High,0,PSR B1257+12
PSR B1257+12 d,2.22,93.37,6.8430344,Proto Planet,Low,1,PSR B1257+12
PSR B1620-26 b,2.34,60.87,24.278553,Gas Giant,High,0,PSR B1620-26
PSR J1719-1438 b,1.71,73.15,3.743208,Ice Giant,High,0,PSR J1719-1438
PSR J2322-2650 b,4.32,27.21,10.423648,Gas Giant,High,0,PSR J2322-2650
PZ Tel b,11.27,66.05,22.342989,Chthonian Planet,Low,1,PZ Tel
Qatar-1 b,2.54,102.74,121.54,Proto Planet,Low,1,Qatar-1
Qatar-10 b,1.47,76.88,0.8374907,Gas Giant,High,0,Qatar-10
Qatar-2 b,2.355,6.29,45.294301,Proto Planet,Low,1,Qatar-2
Qatar-3 b,3.61,25.88,151.04,Proto Planet,Low,1,Qatar-3
Qatar-4 b,1.32,49.16,6.88705,Gas Giant,High,0,Qatar-4
Qatar-5 b,2.2,55.23,12.8159,Gas Giant,High,0,Qatar-5
Qatar-6 b,1.61,20.03,35.3331,Proto Planet,Low,1,Qatar-6
Qatar-7 b,5.27,28.45,60.888588,Gas Giant,High,0,Qatar-7
Qatar-8 b,4.76,72.02,120.0181272,Chthonian Planet,Low,1,Qatar-8
Qatar-9 b,3.15,16.1,14.30511983,Dwarf Planet,Low,1,Qatar-9
rho CrB b,1.54,98.46,11.47685909,Garden World,Medium,1,rho CrB
rho CrB c,1.12,18.61,2.76122421,Ice Giant,High,0,rho CrB
rho CrB d,1.52,98.17,7.99019627,Dwarf Planet,Low,1,rho CrB
rho CrB e,2.4,121.57,15.79,Dwarf Planet,Low,1,rho CrB
Ross 128 b,6.28,1.68,5.28789787,Dwarf Planet,Low,1,Ross 128
Ross 458 c,1.5,13.04,6.49801525,Chthonian Planet,Low,1,Ross 458
Ross 508 b,1.54,1.03,19.76172042,Chthonian Planet,Low,1,Ross 508
ROXs 12 b,1.578,100.54,9.18186,Dwarf Planet,Low,1,ROXs 12
ROXs 42 B b,1.71,11.74,4.33642933,Garden World,Medium,1,ROXs 42
RR Cae b,1.78,28.13,3.55485692,Ice Giant,High,0,RR Cae
SPECULOOS-3 b,1.44,78.46,5.18500207,Garden World,Medium,1,SPECULOOS-3
SR 12 AB c,1.28,69.77,12.43931193,Chthonian Planet,Low,1,SR 12
SWEEPS-11 b,2.17,76.25,11.35011917,Gas Giant,High,0,SWEEPS-11
SWEEPS-4 b,5.77,18.56,3.4876812,Chthonian Planet,Low,1,SWEEPS-4
TAP 26 b,1.25,20.79,6.02976,Chthonian Planet,Low,1,TAP 26
tau Boo b,2.52,107.68,82.2,Gas Giant,High,0,tau Boo
tau Cet e,12.6,110.54,2646,Ice Giant,High,0,tau Cet
tau Cet f,1.42,120.05,4.69500134,Ice Giant,High,0,tau Cet
tau Cet g,1.66,30.79,8.63043276,Garden World,Medium,1,tau Cet
tau Cet h,1.82,97.55,3.27646405,Gas Giant,High,0,tau Cet
tau Gem b,0.97,99.49,5.57654784,Ice Giant,High,0,tau Gem
TCP J05074264+2447555 b,2.32,114.96,34.2685705,Gas Giant,High,0,TCP J05074264+2447555
Teegarden's Star b,8.059,30.2,18.7959228,Dwarf Planet,Low,1,Teegarden's Star
Teegarden's Star c,12.341,0.19,50.790391,Dwarf Planet,Low,1,Teegarden's Star
Teegarden's Star d,2.41,68.12,9.98969327,Proto Planet,Low,1,Teegarden's Star
TIC 139270665 b,2.87,110.03,5.75322197,Chthonian Planet,Low,1,TIC 139270665
TIC 139270665 c,1.29,6.86,5.50860439,Garden World,Medium,1,TIC 139270665
TIC 172900988 b,2.15,97.18,18.93054959,Gas Giant,High,0,TIC 172900988
TIC 237913194 b,2.39,7.33,16.57110363,Garden World,Medium,1,TIC 237913194
TIC 241249530 b,3.55,52.46,16.00494214,Garden World,Medium,1,TIC 241249530
TIC 257060897 b,2.18,86.24,1.95452434,Gas Giant,High,0,TIC 257060897
TIC 279401253 b,3.68,74.53,105.6551369,Dwarf Planet,Low,1,TIC 279401253
TIC 279401253 c,1.99,94.03,7.23400469,Dwarf Planet,Low,1,TIC 279401253
TIC 365102760 b,2.58,72.94,49.1013514,Chthonian Planet,Low,1,TIC 365102760
TIC 393818343 b,1.46,68.95,1.41122985,Proto Planet,Low,1,TIC 393818343
TIC 46432937 b,0.46,93.99,5.286965,Dwarf Planet,Low,1,TIC 46432937
TIC 4672985 b,0.567,66.24,7.071392,Gas Giant,High,0,TIC 4672985
TOI-1052 b,1.154,8.75,10.311767,Ice Giant,High,0,TOI-1052
TOI-1052 c,2.17,80.26,16.1456994,Garden World,Medium,1,TOI-1052
TOI-1062 b,0.861,56.92,27.453592,Proto Planet,Low,1,TOI-1062
TOI-1062 c,2.28,56.96,96.9151496,Dwarf Planet,Low,1,TOI-1062
TOI-1064 b,2.33,38.41,13.47469571,Gas Giant,High,0,TOI-1064
TOI-1064 c,2.36,59.53,10.99469878,Ice Giant,High,0,TOI-1064
TOI-1075 b,2.63,8.46,62.1387714,Ice Giant,High,0,TOI-1075
TOI-1107 b,3.91,114.12,66.4162133,Garden World,Medium,1,TOI-1107
TOI-1130 b,1.98,26.64,37.3229493,Proto Planet,Low,1,TOI-1130
TOI-1130 c,2.21,56.78,36.5156053,Proto Planet,Low,1,TOI-1130
TOI-1135 b,0.89,72.36,1.9078052,Gas Giant,High,0,TOI-1135
TOI-1136 b,1.33,113.09,2.51462432,Proto Planet,Low,1,TOI-1136
TOI-1136 c,1.26,59.35,4.41769648,Proto Planet,Low,1,TOI-1136
TOI-1136 d,3.486,90.02,15.9653287,Gas Giant,High,0,TOI-1136
TOI-1136 e,5.45,76.63,179.60978,Gas Giant,High,0,TOI-1136
TOI-1136 f,2.48,78.3,19.32952416,Ice Giant,High,0,TOI-1136
TOI-1136 g,0.87,115.55,1.22621732,Proto Planet,Low,1,TOI-1136
TOI-1173 b,1.87,74.8,3.29011795,Proto Planet,Low,1,TOI-1173
TOI-1174 b,2.51,10.88,7.56052806,Ice Giant,High,0,TOI-1174
TOI-1180 b,2.26,72.55,12.12400943,Gas Giant,High,0,TOI-1180
TOI-1181 b,1.17,18.56,2.71407755,Gas Giant,High,0,TOI-1181
TOI-1184 b,3.01,57.39,122.8808058,Chthonian Planet,Low,1,TOI-1184
TOI-1194 b,1.28,78.21,1.06378867,Chthonian Planet,Low,1,TOI-1194
TOI-1199 b,3.53,1.22,148.4603382,Gas Giant,High,0,TOI-1199
TOI-1201 b,1.416,45.89,7.1276598,Proto Planet,Low,1,TOI-1201
TOI-122 b,1.46,92.07,0.93488424,Proto Planet,Low,1,TOI-122
TOI-1221 b,3.1,112.51,11.427548,Dwarf Planet,Low,1,TOI-1221
TOI-1224 b,3.13,116.4,23.668205,Proto Planet,Low,1,TOI-1224
TOI-1224 c,3.58,23.63,51.755394,Ice Giant,High,0,TOI-1224
TOI-1227 b,2.08,106.9,201.1214,Chthonian Planet,Low,1,TOI-1227
TOI-1231 b,2.94,68.13,24.7576421,Gas Giant,High,0,TOI-1231
TOI-1235 b,2.19,56.29,10.13202575,Dwarf Planet,Low,1,TOI-1235
TOI-1244 b,2.55,49.66,38.5053398,Ice Giant,High,0,TOI-1244
TOI-1246 b,2.67,82.76,6.77408868,Gas Giant,High,0,TOI-1246
TOI-1246 c,2.69,41.5,26.41045478,Gas Giant,High,0,TOI-1246
TOI-1246 d,1.71,54.08,14.37508035,Chthonian Planet,Low,1,TOI-1246
TOI-1246 e,2.09,97.91,56.1886887,Chthonian Planet,Low,1,TOI-1246
TOI-1248 b,0.99,107.23,3.18897601,Gas Giant,High,0,TOI-1248
TOI-1249 b,1.61,51.47,6.92101021,Gas Giant,High,0,TOI-1249
TOI-125 b,0.95,0.93,3.27346074,Proto Planet,Low,1,TOI-125
TOI-125 c,2.53,123.26,5.4122034,Ice Giant,High,0,TOI-125
TOI-125 d,1.44,57.64,7.12592,Garden World,Medium,1,TOI-125
TOI-1259 A b,1.6,32.26,15.3787546,Ice Giant,High,0,TOI-1259
TOI-1260 b,1.48,92.94,21.1284569,Garden World,Medium,1,TOI-1260
TOI-1260 c,3.4,20.92,25.96200249,Dwarf Planet,Low,1,TOI-1260
TOI-1260 d,2.93,95.73,34.8538276,Garden World,Medium,1,TOI-1260
TOI-1266 b,2.3,30.23,180.921729,Proto Planet,Low,1,TOI-1266
TOI-1266 c,0.98,14.91,2.41435165,Chthonian Planet,Low,1,TOI-1266
TOI-1268 b,2.63,87.33,4.30655689,Gas Giant,High,0,TOI-1268
TOI-1269 b,1.23,41.02,2.29503623,Ice Giant,High,0,TOI-1269
TOI-1272 b,3.01,85.58,27.495606,Dwarf Planet,Low,1,TOI-1272
TOI-1272 c,3.36,98.17,14.08827448,Chthonian Planet,Low,1,TOI-1272
TOI-1273 b,2.72,74.12,110.96546,Gas Giant,High,0,TOI-1273
TOI-1278 b,1.73,101.76,3.76419105,Dwarf Planet,Low,1,TOI-1278
TOI-1279 b,0.82,108.95,6.16486,Dwarf Planet,Low,1,TOI-1279
TOI-128.01,2.5,17.46,13.5708,Dwarf Planet,Low,1,TOI-128
TOI-1288 b,0.95,81.98,23.9802,Garden World,Medium,1,TOI-1288
TOI-1288 c,2.56,116.05,43.8445,Dwarf Planet,Low,1,TOI-1288
TOI-1294 b,2.38,31.26,46.8779367,Ice Giant,High,0,TOI-1294
TOI-1294 c,1.98,48.12,2.75798267,Proto Planet,Low,1,TOI-1294
TOI-1295 b,1.76,120.96,9.30412078,Gas Giant,High,0,TOI-1295
TOI-1296 b,1.49,5.84,14.07971466,Proto Planet,Low,1,TOI-1296
TOI-1298 b,1.55,74.12,16.54080322,Ice Giant,High,0,TOI-1298
TOI-1301.01,3.73,20.17,3.60930891,Dwarf Planet,Low,1,TOI-1301
TOI-132 b,1.6,105.49,2.37030743,Ice Giant,High,0,TOI-132
TOI-1333 b,2.36,21.83,1.93155984,Dwarf Planet,Low,1,TOI-1333
TOI-1338 b,0.8,14.37,0.76212926,Proto Planet,Low,1,TOI-1338
TOI-1338 c,1.747,53.2,5.4258399,Proto Planet,Low,1,TOI-1338
TOI-1347 b,3.63,88.63,16.92344113,Chthonian Planet,Low,1,TOI-1347
TOI-1347 c,1.6,42.23,23.8990296,Ice Giant,High,0,TOI-1347
TOI-1386 b,1.536,97.21,3.1800218,Dwarf Planet,Low,1,TOI-1386
TOI-1386 c,1.597,73.48,4.901452,Gas Giant,High,0,TOI-1386
TOI-139 b,0.86,90.65,7.95839,Proto Planet,Low,1,TOI-139
TOI-1408 b,2.903,66.57,14.749143,Ice Giant,High,0,TOI-1408
TOI-1408 c,1.73,95.67,6.2216147,Dwarf Planet,Low,1,TOI-1408
TOI-1410 c,2.38,111.36,6.1799844,Dwarf Planet,Low,1,TOI-1410
TOI-1410.01,1.58,71.87,1.5690665,Ice Giant,High,0,TOI-1410
TOI-1411 b,2.3,4.1,8.67888593,Dwarf Planet,Low,1,TOI-1411
TOI-1416 b,1.64,5.66,4.02582254,Ice Giant,High,0,TOI-1416
TOI-1420 b,1.488,56.2,2.50476003,Gas Giant,High,0,TOI-1420
TOI-1422 b,1.25,46.61,5.94566534,Dwarf Planet,Low,1,TOI-1422
TOI-1431 b,1.42,65.64,1.52372816,Ice Giant,High,0,TOI-1431
TOI-1437 b,0.8,103.34,6.14727918,Chthonian Planet,Low,1,TOI-1437
TOI-1439 b,2.77,19.14,34.3511874,Ice Giant,High,0,TOI-1439
TOI-1442 b,1.9,77.14,3.00725242,Dwarf Planet,Low,1,TOI-1442
TOI-1443 b,1.63,112.48,13.24503188,Garden World,Medium,1,TOI-1443
TOI-1444 b,8.65,17.35,49.183921,Proto Planet,Low,1,TOI-1444
TOI-1448 b,8.18,39.19,190.323494,Proto Planet,Low,1,TOI-1448
TOI-1450 A b,3.28,27.96,77.2548396,Gas Giant,High,0,TOI-1450
TOI-1450 A c,1.01,112.64,3.85691855,Proto Planet,Low,1,TOI-1450
TOI-1451 b,1.12,81.17,1.5432066,Chthonian Planet,Low,1,TOI-1451
TOI-1452 b,3.36,44.7,33.4177993,Ice Giant,High,0,TOI-1452
TOI-1467 b,1.11,51.65,2.05333679,Proto Planet,Low,1,TOI-1467
TOI-1468 b,7.22,79.63,219.3217528,Garden World,Medium,1,TOI-1468
TOI-5218 b,3.268,22.91,56.7771,Gas Giant,High,0,TOI-5218
TOI-5232 b,2.44,46,18.78425728,Gas Giant,High,0,TOI-5232
TOI-5238 b,2.94,30.88,161.5163345,Chthonian Planet,Low,1,TOI-5238
TOI-5293 A b,0.61,104.67,0.69384286,Chthonian Planet,Low,1,TOI-5293
TOI-530 b,1.42,73.3,23.12748644,Ice Giant,High,0,TOI-530
TOI-5301 b,1.83,87.24,5.13248562,Ice Giant,High,0,TOI-5301
TOI-5319 b,2.49,58.46,6.4816307,Proto Planet,Low,1,TOI-5319
TOI-532 b,2.65,39.09,21.22265,Garden World,Medium,1,TOI-532
TOI-5344 b,2.25,19.15,198.680179,Chthonian Planet,Low,1,TOI-5344
TOI-5388.01,3.293,55.3,42.42720032,Ice Giant,High,0,TOI-5388
TOI-5398 b,1.46,71.17,1.43474156,Dwarf Planet,Low,1,TOI-5398
TOI-5398 c,2.07,120.47,58.6017925,Dwarf Planet,Low,1,TOI-5398
TOI-540 b,1.95,96.82,25.0824626,Dwarf Planet,Low,1,TOI-540
TOI-544 b,1.96,79.28,89.722292,Garden World,Medium,1,TOI-544
TOI-544 c,3.18,30.93,78.1000231,Proto Planet,Low,1,TOI-544
TOI-5542 b,1.21,39.91,4.27103091,Gas Giant,High,0,TOI-5542
TOI-558 b,1.24,39.48,2.89221751,Dwarf Planet,Low,1,TOI-558
TOI-559 b,3.26,83.16,187.747029,Dwarf Planet,Low,1,TOI-559
TOI-561 b,1.3,33.4,2.54307286,Garden World,Medium,1,TOI-561
TOI-561 c,2.83,14.29,2.16845259,Chthonian Planet,Low,1,TOI-561
TOI-561 d,1.8,85.56,10.3039,Garden World,Medium,1,TOI-561
TOI-561 e,2.87,75.57,13.0241,Dwarf Planet,Low,1,TOI-561
TOI-5616 b,3.12,23.26,22.6845,Ice Giant,High,0,TOI-5616
TOI-5634 A b,4.19,20.22,31.9996,Dwarf Planet,Low,1,TOI-5634
TOI-564 b,2.49,95.08,46.6888,Proto Planet,Low,1,TOI-564
TOI-5678 b,3.33,69.69,118.3807,Proto Planet,Low,1,TOI-5678
TOI-5688 A b,1.83,117.45,12.691112,Dwarf Planet,Low,1,TOI-5688
TOI-5704 b,2.21,90.13,31.719775,Proto Planet,Low,1,TOI-5704
TOI-5713 b,1.75,94.29,6.42200058,Ice Giant,High,0,TOI-5713
TOI-5720 b,2.47,15.34,81.3151059,Chthonian Planet,Low,1,TOI-5720
TOI-5726.01,2.66,115.98,51.3285623,Ice Giant,High,0,TOI-5726
TOI-5786 b,2.27,24.21,19.79191978,Ice Giant,High,0,TOI-5786
TOI-5799 b,1.23,117.2,5.03728015,Chthonian Planet,Low,1,TOI-5799
TOI-5803 b,2.01,12.72,4.42157218,Proto Planet,Low,1,TOI-5803
TOI-6002 b,1.65,19.94,1.25275217,Gas Giant,High,0,TOI-6002
TOI-6008 b,1.34,29.56,0.57103852,Gas Giant,High,0,TOI-6008
TOI-6016 b,1.46,10.85,4.51005748,Chthonian Planet,Low,1,TOI-6016
TOI-6029 b,2.19,40.44,37.6467384,Garden World,Medium,1,TOI-6029
TOI-6034 b,1.58,18.66,3.341815,Gas Giant,High,0,TOI-6034
TOI-6038 A b,7.084,99.1,224.77833,Proto Planet,Low,1,TOI-6038
TOI-6054.01,2.66,80.26,9.69312032,Gas Giant,High,0,TOI-6054
TOI-6054.02,2,66.18,8.79617863,Gas Giant,High,0,TOI-6054
TOI-6086 b,3.02,15.29,14.36267939,Proto Planet,Low,1,TOI-6086
TOI-6130 b,2.81,15.67,42.3004954,Proto Planet,Low,1,TOI-6130
TOI-615 b,1.35,60.97,14.97435694,Dwarf Planet,Low,1,TOI-615
TOI-620 b,1.7,10.01,23.5540725,Proto Planet,Low,1,TOI-620
TOI-622 b,2.54,85.53,41.6977827,Gas Giant,High,0,TOI-622
TOI-6255 b,1.11,107.79,4.79028459,Gas Giant,High,0,TOI-6255
TOI-628 b,2.74,120.56,38.6715075,Garden World,Medium,1,TOI-628
TOI-6383 A b,1.92,57.05,8.3265153,Ice Giant,High,0,TOI-6383
TOI-640 b,2.36,5.3,8.408878,Proto Planet,Low,1,TOI-640
TOI-654.01,2.4,86.27,28.574263,Ice Giant,High,0,TOI-654
TOI-663 b,1.38,45.41,2.94902905,Proto Planet,Low,1,TOI-663
TOI-663 c,1.91,17.95,13.15141081,Chthonian Planet,Low,1,TOI-663
TOI-663 d,2.04,21.87,42.1917357,Ice Giant,High,0,TOI-663
TOI-6651 b,1.67,2.05,4.33946454,Dwarf Planet,Low,1,TOI-6651
TOI-669 b,1.28,97.98,2.85234897,Ice Giant,High,0,TOI-669
TOI-672 b,1.84,112.77,17.6700642,Dwarf Planet,Low,1,TOI-672
TOI-674 b,1.73,105.86,108.593329,Ice Giant,High,0,TOI-674
TOI-677 b,1.45,13.82,199.66876,Chthonian Planet,Low,1,TOI-677
TOI-700 b,1.96,44.08,5.12330347,Dwarf Planet,Low,1,TOI-700
TOI-700 c,3.65,37.65,61.6178167,Proto Planet,Low,1,TOI-700
TOI-700 d,2.96,74.97,24.3397804,Dwarf Planet,Low,1,TOI-700
TOI-700 e,2.73,46.35,76.5369586,Proto Planet,Low,1,TOI-700
TOI-712 b,1.82,111.25,4.754,Gas Giant,High,0,TOI-712
TOI-712 c,2.18,115.11,8.92507,Ice Giant,High,0,TOI-712
TOI-712 d,0.8,4.43,5.45298175,Dwarf Planet,Low,1,TOI-712
TOI-715 b,0.792,117.74,3.26663995,Ice Giant,High,0,TOI-715
TOI-733 b,0.645,33.55,4.27225018,Garden World,Medium,1,TOI-733
TOI-757 b,1.59,20.86,3.53232449,Gas Giant,High,0,TOI-757
TOI-762 A b,2.35,47.49,62.8916228,Dwarf Planet,Low,1,TOI-762
TOI-763 b,1.97,57.57,11.55562343,Chthonian Planet,Low,1,TOI-763
TOI-763 c,2.64,119.55,17.13263989,Chthonian Planet,Low,1,TOI-763
TOI-771 b,1.85,68.38,76.957857,Gas Giant,High,0,TOI-771
TOI-776 b,1.64,107.21,2.36172433,Gas Giant,High,0,TOI-776
TOI-776 c,2.2,120.3,23.9210791,Gas Giant,High,0,TOI-776
TOI-778 b,1.7,62.24,3.17060005,Ice Giant,High,0,TOI-778
TOI-782 b,1.19,74.57,0.81316672,Dwarf Planet,Low,1,TOI-782
TOI-784 b,1.26,79.66,5.188549,Dwarf Planet,Low,1,HD 307842
TOI-813 b,1.6,41.82,8.041,Proto Planet,Low,1,TOI-813
TOI-815 b,2.53,85.7,11.776,Gas Giant,High,0,TOI-815
TOI-815 c,2.77,79.43,24.0862707,Dwarf Planet,Low,1,TOI-815
TOI-824 b,0.82,23.65,2.34451194,Gas Giant,High,0,TOI-824
TOI-833 b,1.47,65.88,18.3027248,Proto Planet,Low,1,TOI-833
TOI-836 b,1.67,9.71,2.88890485,Ice Giant,High,0,TOI-836
TOI-836 c,3.6,9.53,210.630591,Chthonian Planet,Low,1,TOI-836
TOI-837 b,1.99,36.52,17.14647302,Dwarf Planet,Low,1,TOI-837
TOI-849 b,1.4,16.24,3.97076766,Chthonian Planet,Low,1,TOI-849
TOI-858 B b,1.23,14.14,2.3522658,Ice Giant,High,0,TOI-858
TOI-871 b,2.61,97.81,10.62784997,Chthonian Planet,Low,1,TOI-871
TOI-880.02,1.69,0.5,1.10446351,Garden World,Medium,1,TOI-880
TOI-892 b,1.44,27.6,3.73089898,Proto Planet,Low,1,TOI-892
TOI-904 b,1.09,13.27,2.403679,Proto Planet,Low,1,TOI-904
TOI-904 c,2.6,87.81,8.990889,Dwarf Planet,Low,1,TOI-904
TOI-905 b,1.02,79.47,2.78786839,Gas Giant,High,0,TOI-905
TOI-907.01,2.22,94.57,65.6478424,Proto Planet,Low,1,TOI-907
TOI-908 b,0.87,89.1,1.64680191,Gas Giant,High,0,TOI-908
TOI-913 b,1.73,102.32,1.75583533,Garden World,Medium,1,TOI-913
TOI-942 b,2.34,83.16,5.1856142,Garden World,Medium,1,TOI-942
TOI-942 c,2.36,30,8.45808312,Gas Giant,High,0,TOI-942
TOI-954 b,2.03,122.21,33.469743,Proto Planet,Low,1,TOI-954
TOI-969 b,1.32,106.47,11.89520511,Gas Giant,High,0,TOI-969
TOI-969 c,1.09,6.96,4.45743164,Ice Giant,High,0,TOI-969
TRAPPIST-1 b,2.34,34.17,13.5396293,Proto Planet,Low,1,TRAPPIST-1
TRAPPIST-1 c,2.37,28.28,22.70816791,Gas Giant,High,0,TRAPPIST-1
TRAPPIST-1 d,3.42,71.04,5.968734,Dwarf Planet,Low,1,TRAPPIST-1
TRAPPIST-1 e,2.3,50.82,13.07163,Ice Giant,High,0,TRAPPIST-1
TRAPPIST-1 f,2.14,26.3,7.97034958,Ice Giant,High,0,TRAPPIST-1
TRAPPIST-1 g,2.13,68.18,10.71252541,Garden World,Medium,1,TRAPPIST-1
TRAPPIST-1 h,2.21,14.48,32.5637069,Garden World,Medium,1,TRAPPIST-1
TrES-1 b,2.56,44.68,1.44259224,Dwarf Planet,Low,1,TrES-1
TrES-2 b,3.2,102.67,26.0204423,Proto Planet,Low,1,TrES-2
TrES-3 b,0.89,84.69,0.7698536,Gas Giant,High,0,TrES-3
TrES-4 b,1.59,120.21,6.89225223,Proto Planet,Low,1,TrES-4
TrES-5 b,2.99,70.55,37.94563,Dwarf Planet,Low,1,TrES-5
TYC 0434-04538-1 b,1.81,55.28,59.284064,Garden World,Medium,1,TYC 0434-04538-1
TYC 1422-614-1 b,1.03,59.97,6.11786898,Dwarf Planet,Low,1,TYC 1422-614-1
TYC 1422-614-1 c,1.12,76.61,3.97599768,Ice Giant,High,0,TYC 1422-614-1
TYC 2187-512-1 b,1.55,30.8,9.478522,Dwarf Planet,Low,1,TYC 2187-512-1
TYC 3318-01333-1 b,3.361,8.01,29.96870041,Dwarf Planet,Low,1,TYC 3318-01333-1
TYC 3667-1280-1 b,1.69,62.98,33.2406882,Garden World,Medium,1,TYC 3667-1280-1
TYC 4282-00605-1 b,1.71,90.52,1.00393374,Ice Giant,High,0,TYC 4282-00605-1
TYC 8998-760-1 b,2.5,42.91,55.8226539,Proto Planet,Low,1,TYC 8998-760-1
TYC 8998-760-1 c,0.94,51.03,6.11009134,Proto Planet,Low,1,TYC 8998-760-1
UCAC3 113-933 b,2.45,1.36,24.1738579,Ice Giant,High,0,UCAC3 113-933
UCAC4 328-061594 b,1.9,14.42,106.247547,Gas Giant,High,0,UCAC4 328-061594
UKIRT-2017-BLG-001L b,1.07,49.05,31.80634,Gas Giant,High,0,UKIRT-2017-BLG-001L
ups And b,3.19,117.87,115.6862258,Ice Giant,High,0,ups And
ups And c,1.55,52.4,3.81371974,Gas Giant,High,0,ups And
ups And d,0.91,63.11,8.3839865,Ice Giant,High,0,ups And
ups Leo b,0.97,11.4,1.68189002,Gas Giant,High,0,ups Leo
USco CTIO 108 b,1.32,5.36,2.68505749,Dwarf Planet,Low,1,USco CTIO 108
USco1556 b,1.96,53.26,7.518496,Dwarf Planet,Low,1,USco1556 A
USco1621 b,7.68,105.6,20.17202,Dwarf Planet,Low,1,USco1621 A
UZ For b,1.99,28.73,16.8601286,Ice Giant,High,0,UZ For
UZ For c,1.57,6.12,4.89337519,Gas Giant,High,0,UZ For
V0391 Peg b,1.83,79.7,8.93484887,Gas Giant,High,0,V0391 Peg
V1298 Tau b,2.41,66.94,11.17394617,Dwarf Planet,Low,1,V1298 Tau
V1298 Tau c,2.82,82.8,28.5057189,Gas Giant,High,0,V1298 Tau
V1298 Tau d,2.68,0.84,53.5991044,Ice Giant,High,0,V1298 Tau
V1298 Tau e,1.33,93.69,104.3518976,Ice Giant,High,0,V1298 Tau
V830 Tau b,2.23,44.14,16.07677615,Ice Giant,High,0,V830 Tau
VHS J125601.92-125723.9 b,2.61,61.98,18.87064068,Gas Giant,High,0,VHS J125601.92-125723.9
WASP-1 b,2.08,120.22,17.1369543,Gas Giant,High,0,WASP-1
WASP-10 b,1.77,56.74,3.78858982,Ice Giant,High,0,WASP-10
WASP-100 b,3.6,118.02,2.422082,Chthonian Planet,Low,1,WASP-100
WASP-101 b,0.92,44.93,4.125103,Proto Planet,Low,1,WASP-101
WASP-103 b,1.33,98.86,10.45843441,Ice Giant,High,0,WASP-103
WASP-104 b,1.51,14.91,5.60014851,Proto Planet,Low,1,WASP-104
WASP-105 b,2.36,16.33,25.2034787,Dwarf Planet,Low,1,WASP-105
WASP-106 b,1.32,66.64,2.83265213,Ice Giant,High,0,WASP-106
WASP-107 b,1.51,48.12,16.22371307,Proto Planet,Low,1,WASP-107
WASP-107 c,2.08,39.94,8.49642241,Gas Giant,High,0,WASP-107
WASP-11 b,2.23,118.14,66.1849031,Chthonian Planet,Low,1,WASP-11
WASP-110 b,1.25,60.9,2.03231845,Dwarf Planet,Low,1,WASP-110
WASP-113 b,1.47,55.88,7.6847716,Proto Planet,Low,1,WASP-113
WASP-114 b,1.15,71.45,15.0447198,Gas Giant,High,0,WASP-114
WASP-117 b,19.661,47.52,4.4379629,Garden World,Medium,1,WASP-117
WASP-118 b,2.15,73.04,6.312501,Gas Giant,High,0,WASP-118
WASP-119 b,1.53,74.73,12.794585,Proto Planet,Low,1,WASP-119
WASP-12 b,1.06,18.04,1.11854972,Proto Planet,Low,1,WASP-12
WASP-120 b,2.29,103.55,15.18725932,Ice Giant,High,0,WASP-120
WASP-121 b,2.94,84.77,28.6851324,Proto Planet,Low,1,WASP-121
WASP-123 b,1.06,8.85,0.58800076,Ice Giant,High,0,WASP-123
WASP-124 b,3.05,52.15,85.7350285,Ice Giant,High,0,WASP-124
WASP-126 b,1.41,70.87,1.07839035,Proto Planet,Low,1,WASP-126
WASP-126 c,1.64,49.53,1.21699766,Proto Planet,Low,1,WASP-126
WASP-127 b,1.62,20.89,13.68237119,Gas Giant,High,0,WASP-127
WASP-129 b,2.32,93.9,11.08507637,Gas Giant,High,0,WASP-129
